,ADDRESS,URM_CLASS,UPGRADE_STATUS,PARTIAL_UPGRADE,UPGRADE_DATE,UPGRADE_STANDARD,UPGRADE_PERMIT_NUMBER,UPGRADE_PERMIT_NOTES,YEAR_BUILT,STORY_COUNT,TAX_EXEMPT,NEIGHBORHOOD,LONG_ADDRESS,LONG,LAT
450,1639 NW MARSHALL ST,3,FULL,,1999,UBC,99-124759-CO,"1997 there was an addition to the east.  The 99 permit added to the front and up over the 77 addition.  The 99 permit braced walls/added strongbacks, tied the roof to the walls and added braced frames where there was URM.",1918,1.0,,Northwest District Association,1639 NW MARSHALL ST PORTLAND OREGON,-122.6882875,45.5308351
451,1225 NW 13TH AVE,3,FULL,,2000,UBC,99-003452-CO / 00-128301-CO,,1895,1.0,,Pearl District Neighborhood Association,1225 NW 13TH AVE PORTLAND OREGON,-122.6851786,45.5316473
452,1815 NW NORTHRUP ST,3,UNKNOWN,,,,,,1945,1.0,,Northwest District Association,1815 NW NORTHRUP ST PORTLAND OREGON,-122.6899554,45.5315539
453,1315 NW OVERTON ST,3,FULL,,2008,"ASCE 31,OSSC",08-129236-CO ,,1921,1.0,,Pearl District Neighborhood Association,1315 NW OVERTON ST PORTLAND OREGON,-122.6851348,45.53244249999999
454,1922 NW PETTYGROVE,3,UNKNOWN,,,,,,1955,1.0,,Northwest District Association,1922 NW PETTYGROVE PORTLAND OREGON,-122.691158,45.5324631
455,1942 NW PETTYGROVE,3,REROOF,Reroof,2003,FEMA 178,03-145015-CO,,1912,4.0,,Northwest District Association,1942 NW PETTYGROVE PORTLAND OREGON,-122.691546,45.5325442
456,1011 NW GLISAN ST,3,PARTIAL,Other,1992,UBC,92-103580-CO,"Permit number not in TRACS, but found fiche.  Designed to UBC Zone 2B forces.  Unknown if permit finaled, but subsequent permits issued establishing change of use.",1905,3.0,,Pearl District Neighborhood Association,1011 NW GLISAN ST PORTLAND OREGON,-122.6817063,45.5266516
457,510 NW 3RD AVE,3,UNKNOWN,,,,,,1913,2.0,Cities and Towns,Old Town Community Association,510 NW 3RD AVE PORTLAND OREGON,-122.6732143,45.5269956
458,800 WI/ NW 6TH AVE,4,UNKNOWN,,,,,,1890,1.0,Cities and Towns,Old Town Community Association,800 WI/ NW 6TH AVE PORTLAND OREGON,-122.6765625,45.5259176
459,506 NW 5TH AVE,3,UNKNOWN,,,,,,1907,3.0,Cop Low Income Rental Housing,Old Town Community Association,506 NW 5TH AVE PORTLAND OREGON,-122.6754288,45.5269062
460,1200 NW NAITO PKWY,3,UNKNOWN,,,,,,1910,5.0,Lease/Purchase Non-Profit or Public Body,Pearl District Neighborhood Association,1200 NW NAITO PKWY PORTLAND OREGON,-122.675806,45.5312
461,434 NW HOYT,3,UNKNOWN,,,,,,1916,1.0,,Old Town Community Association,434 NW HOYT PORTLAND OREGON,-122.675247,45.52715
462,816 NW HOYT,3,UNKNOWN,,,,,,1920,2.0,Historic Property 15 Yr,Pearl District Neighborhood Association,816 NW HOYT PORTLAND OREGON,-122.6795927,45.5271655
463,502-514 NW 9TH AVE,3,UNKNOWN,,,,,,1920,2.0,Historic Property 15 Yr,Pearl District Neighborhood Association,502-514 NW 9TH AVE PORTLAND OREGON,-122.6797149,45.52692580000001
464,910 NW HOYT,3,FULL,,2004,FEMA 178,01-172963-CO,triggered by $/sq ft,1913,2.0,,Pearl District Neighborhood Association,910 NW HOYT PORTLAND OREGON,-122.6805394,45.5270924
465,1028-1036 NW HOYT,3,UNKNOWN,,,,,,1952,1.0,,Pearl District Neighborhood Association,1028-1036 NW HOYT PORTLAND OREGON,-122.6818604,45.5270924
466,907 NW IRVING ST,3,FULL,,2001,UBC,00-148342-CO   ,Full,1895,2.0,Alternative Energy,Pearl District Neighborhood Association,907 NW IRVING ST PORTLAND OREGON,-122.6806272,45.5281174
467,1130 NE 1ST AVE,3,UNKNOWN,,,,,,1913,4.0,,Lloyd District Community Association,1130 NE 1ST AVE PORTLAND OREGON,-122.6644928,45.5313121
468,546 NE 12TH AVE,2,PARTIAL,Other,2001,"FEMA 178,Voluntary",01-175095-CO,,1916,2.0,School District Property Taxable Tenant (Info Only),Kerns Neighborhood Association,546 NE 12TH AVE PORTLAND OREGON,-122.6516215,45.5276068
469,701 NE 7TH,3,UNKNOWN,,,,,,1948,1.0,,Lloyd District Community Association,701 NE 7TH PORTLAND OREGON,-122.6718185,45.4772419
470,630 NE M L KING,4,UNKNOWN,,,,,,1939,1.0,,Lloyd District Community Association,630 NE M L KING PORTLAND OREGON,-122.6613517,45.5277565
471,1100 NE 21ST,3,PARTIAL,Other,2011,IBC 2006,10-176338-CO,partial upgrade due to landslide damage,1923,1.0,,Sullivans Gulch Neighborhood Association,1100 NE 21ST PORTLAND OREGON,-122.6444873,45.5308371
472,700-724 NE 22ND AVE,3,UNKNOWN,,,,,,1918,2.0,,Kerns Neighborhood Association,700-724 NE 22ND AVE PORTLAND OREGON,-122.6433023,45.52799
473,601 NE 28TH,3,UNKNOWN,,,,,,1927,2.0,,Kerns Neighborhood Association,601 NE 28TH PORTLAND OREGON,-122.6376027,45.5271239
474,NE 30TH AVE,4,UNKNOWN,,,,,,1953,1.0,Cities and Towns,Kerns Neighborhood Association,NE 30TH AVE PORTLAND OREGON,-122.6347457,45.5467185
475,925 NE 25TH AVE,3,UNKNOWN,,,,,,1947,1.0,,Kerns Neighborhood Association,925 NE 25TH AVE PORTLAND OREGON,-122.640879,45.529677
476,2414 NE PACIFIC,3,UNKNOWN,,,,,,1927,1.0,,Kerns Neighborhood Association,2414 NE PACIFIC PORTLAND OREGON,-122.6409751,45.5290645
477,635 NE RANDALL,3,UNKNOWN,,,,,,1926,3.0,,Kerns Neighborhood Association,635 NE RANDALL PORTLAND OREGON,-122.6381483,45.5277711
478,711 NE RANDALL,3,REROOF,Reroof,,ASCE 41,18-218311-CO,"Diaphragm ties and parapet bracing.

BPOE",1930,3.0,,Kerns Neighborhood Association,711 NE RANDALL PORTLAND OREGON,-122.6383952,45.5281852
479,2800 NE SANDY,3,UNKNOWN,,,,,,1915,2.0,,Kerns Neighborhood Association,2800 NE SANDY PORTLAND OREGON,-122.6369149,45.5290495
480,2952 NE SANDY,3,UNKNOWN,,,,,,1947,1.0,,Kerns Neighborhood Association,2952 NE SANDY PORTLAND OREGON,-122.6347467,45.5297642
481,3005 NE SANDY,3,UNKNOWN,,,,,,1928,2.0,,Kerns Neighborhood Association,3005 NE SANDY PORTLAND OREGON,-122.6345461,45.5304654
482,3137 NE SANDY,3,UNKNOWN,,,,,,1925,1.0,,Kerns Neighborhood Association,3137 NE SANDY PORTLAND OREGON,-122.6322449,45.5313253
483,3327 NE SANDY,3,REROOF,Reroof,2014,"ASCE 31,OSSC",13-155872-CO,URM reroof trigger,1948,2.0,,Laurelhurst Neighborhood Association,3327 NE SANDY PORTLAND OREGON,-122.6302811,45.5322827
484,3370-3376 NE SANDY,3,UNKNOWN,,,,,,1922,1.0,,Laurelhurst Neighborhood Association,3370-3376 NE SANDY PORTLAND OREGON,-122.6292618,45.531992
485,3552-3556 NE SANDY,3,UNKNOWN,,,,,,1947,1.0,,Laurelhurst Neighborhood Association,3552-3556 NE SANDY PORTLAND OREGON,-122.6269447,45.53292570000001
486,3337-3339 NE WASCO ST,3,UNKNOWN,,,,,,1953,1.0,,Laurelhurst Neighborhood Association,3337-3339 NE WASCO ST PORTLAND OREGON,-122.6298348,45.5326195
487,5417-25 NE GLISAN ST,3,UNKNOWN,,,,,,1930,1.0,,North Tabor Neighborhood Association,5417-25 NE GLISAN ST PORTLAND OREGON,-122.6077907,45.5267111
488,5690 NE HALSEY ST,3,UNKNOWN,,,,,,1949,1.0,Cities and Towns,Rose City Park Neighborhood Association,5690 NE HALSEY ST PORTLAND OREGON,-122.6047727,45.5337194
489,5934 NE HALSEY ST,3,UNKNOWN,,,,,,1927,1.0,,Rose City Park Neighborhood Association,5934 NE HALSEY ST PORTLAND OREGON,-122.6025127,45.5333998
490,5706 NE WASCO ST,4,UNKNOWN,,,,,,1911,1.0,,Rose City Park Neighborhood Association,5706 NE WASCO ST PORTLAND OREGON,-122.6048435,45.5321204
491,1230 NE 63RD AVE,3,UNKNOWN,,,,,,1954,1.0,,Rose City Park Neighborhood Association,1230 NE 63RD AVE PORTLAND OREGON,-122.59856,45.5320546
492,6901 NE GLISAN,4,UNKNOWN,,,,,,1931,1.0,,Montavilla Neighborhood Association,6901 NE GLISAN PORTLAND OREGON,-122.5921661,45.5268063
493,1015-1033 NE 82ND,4,UNKNOWN,,,,,,1950,1.0,,Montavilla Neighborhood Association,1015-1033 NE 82ND PORTLAND OREGON,-122.5794034,45.53067799999999
494,7131-7145 NE GLISAN,3,UNKNOWN,,,,,,1926,1.0,,Montavilla Neighborhood Association,7131-7145 NE GLISAN PORTLAND OREGON,-122.5891473,45.5270625
495,7323 NE GLISAN ST,3,UNKNOWN,,,,,,1947,2.0,,Montavilla Neighborhood Association,7323 NE GLISAN ST PORTLAND OREGON,-122.587181,45.5266743
496,7427-7435 NE GLISAN,4,UNKNOWN,,,,,,1949,1.0,,Montavilla Neighborhood Association,7427-7435 NE GLISAN PORTLAND OREGON,-122.5861197,45.5266911
497,7501-7505 NE GLISAN ST,3,UNKNOWN,,,,,,1949,1.0,,Montavilla Neighborhood Association,7501-7505 NE GLISAN ST PORTLAND OREGON,-122.5856135,45.5266822
498,7727 NE GLISAN,4,UNKNOWN,,,,,,1949,1.0,,Montavilla Neighborhood Association,7727 NE GLISAN PORTLAND OREGON,-122.5837085,45.5266029
499,8045 NE GLISAN,4,UNKNOWN,,,,,,1947,1.0,,Montavilla Neighborhood Association,8045 NE GLISAN PORTLAND OREGON,-122.5804726,45.5266612
500,8101 NE GLISAN,4,UNKNOWN,,,,,,1920,1.0,,Montavilla Neighborhood Association,8101 NE GLISAN PORTLAND OREGON,-122.5800656,45.52664739999999
501,7932 NE HALSEY,3,UNKNOWN,,,,,,1917,1.0,,Montavilla Neighborhood Association,7932 NE HALSEY PORTLAND OREGON,-122.5814552,45.5334127
502,8219 NE GLISAN,3,UNKNOWN,,,,,,1931,1.0,Cities and Towns,Montavilla Neighborhood Association,8219 NE GLISAN PORTLAND OREGON,-122.5780389,45.5278177
503,8435 NE GLISAN,3,UNKNOWN,,,,,,1930,1.0,Religious School/Student,Montavilla Neighborhood Association,8435 NE GLISAN PORTLAND OREGON,-122.576211,45.52687239999999
504,1404-1424 NE 103RD AVE,4,UNKNOWN,,,,,,1951,1.0,,Hazelwood Neighborhood Association,1404-1424 NE 103RD AVE PORTLAND OREGON,-122.5564852,45.5329499
505,10401 NE GLISAN ST,2,UNKNOWN,,,,,10-137775-CO Anchored CMU walls to roof diaphragm and locally strengthened diaphragm with plywood along the edges.  Permit expired.,1953,1.0,"Church, Religious Organizations",Hazelwood Neighborhood Association,10401 NE GLISAN ST PORTLAND OREGON,-122.5558716,45.5264667
506,10246 NE HALSEY ST,3,UNKNOWN,,,,,,1946,1.0,,Hazelwood Neighborhood Association,10246 NE HALSEY ST PORTLAND OREGON,-122.5569992,45.5333353
507,10306 NE HALSEY ST,3,UNKNOWN,,,,,,1951,1.0,,Hazelwood Neighborhood Association,10306 NE HALSEY ST PORTLAND OREGON,-122.5566229,45.5333732
508,10320 NE HALSEY ST,3,UNKNOWN,,,,,,1955,1.0,,Hazelwood Neighborhood Association,10320 NE HALSEY ST PORTLAND OREGON,-122.5563733,45.5332886
509,10324 NE HALSEY ST,3,UNKNOWN,,,,,,1955,1.0,,Hazelwood Neighborhood Association,10324 NE HALSEY ST PORTLAND OREGON,-122.5562005,45.5333335
510,10334-10346 NE HALSEY ST,3,REROOF,Reroof,2001,,01-157803-CO,"""REROOF, ADD SEISMIC UPGRADE BRACKETS.""",1950,1.0,,Hazelwood Neighborhood Association,10334-10346 NE HALSEY ST PORTLAND OREGON,-122.5559558,45.5332994
511,10414 NE HALSEY ST,3,UNKNOWN,,,,,,1952,2.0,,Hazelwood Neighborhood Association,10414 NE HALSEY ST PORTLAND OREGON,-122.5551783,45.5331566
512,11020-11050 NE HALSEY ST,3,UNKNOWN,,,,,,1951,1.0,Lease/Non-Profit to Non-Profit,Hazelwood Neighborhood Association,11020-11050 NE HALSEY ST PORTLAND OREGON,-122.5493887,45.5330085
513,1017 NE 117TH AVE,3,UNKNOWN,,,,,,1952,1.0,Cities and Towns,Hazelwood Neighborhood Association,1017 NE 117TH AVE PORTLAND OREGON,-122.5431292,45.530122
514,1017 NE 117TH AVE,4,UNKNOWN,,,,,,1952,1.0,Cities and Towns,Hazelwood Neighborhood Association,1017 NE 117TH AVE PORTLAND OREGON,-122.5431292,45.530122
515,11657 NE GLISAN ST,3,UNKNOWN,,,,,,1950,1.0,,Hazelwood Neighborhood Association,11657 NE GLISAN ST PORTLAND OREGON,-122.5429381,45.5265076
516,1212-1240 NE 122ND AVE,3,UNKNOWN,,,,,,1954,1.0,,Hazelwood Neighborhood Association,1212-1240 NE 122ND AVE PORTLAND OREGON,-122.5370857,45.5315788
517,3229 NW PITTOCK DR,3,UNKNOWN,,,,,,1965,3.0,C.O.P./Parks & Recreation Leased by Taxable Tenant,Hillside Neighborhood Association,3229 NW PITTOCK DR PORTLAND OREGON,-122.716694,45.525185
518,35 NW 20TH PL,3,FULL,,1999,UBC,99-003788-CO,"TRACS 99-003788-CO ""Seismic upgrade & New Roof."" 

Parapets braced, walls anchored at roof and supported out of plane.  New LFRS in all directions all walls.

Permit 11-172989-CO was a full seismic upgrade to current code - for a school, but was never finaled and is expired.",1921,1.0,,Northwest District Association,35 NW 20TH PL PORTLAND OREGON,-122.6935504,45.52374090000001
519,125 NW 20TH PL,3,UNKNOWN,,,,,,1907,6.0,,Northwest District Association,125 NW 20TH PL PORTLAND OREGON,-122.6937167,45.5241191
520,415 NW 21ST,3,UNKNOWN,,,,,,1910,5.0,,Northwest District Association,415 NW 21ST PORTLAND OREGON,-122.694703,45.5258748
521,424 NW 21ST AVE,3,UNKNOWN,,,,,"
",1912,4.0,Cop Low Income Rental Housing,Northwest District Association,424 NW 21ST AVE PORTLAND OREGON,-122.6940843,45.526036
522,31 NW 22ND PL,3,UNKNOWN,,,,,,1910,5.0,,Northwest District Association,31 NW 22ND PL PORTLAND OREGON,-122.6976848,45.5239763
523,215 NW 22ND PL,3,UNKNOWN,,,,,,1923,4.0,,Northwest District Association,215 NW 22ND PL PORTLAND OREGON,-122.6976617,45.5245386
524,228 NW 22ND,3,UNKNOWN,,,,,,1926,3.0,Historic Property 15 Yr,Northwest District Association,228 NW 22ND PORTLAND OREGON,-122.6972205,45.5245971
525,22-30 NW 23RD PL,3,FULL,,1994,Voluntary,94-004791-CO,"1/15/2019, K.White, STR: per permit # 94-004791-CO the seismic improvement work has been finaled as of 11/17/2018.  As such, changed permitted seismic upgrade status to ""updated"".

---

System expired.  Unclear what if any work was done.",1913,3.0,,Hillside Neighborhood Association,22-30 NW 23RD PL PORTLAND OREGON,-122.6993797,45.5241122
526,118-128 NW 23RD AVE,3,UNKNOWN,,,,,,1910,2.0,,Northwest District Association,118-128 NW 23RD AVE PORTLAND OREGON,-122.698086,45.5241462
527,209 NW 23RD,3,UNKNOWN,,,,,,1908,3.0,,Northwest District Association,209 NW 23RD PORTLAND OREGON,-122.6987339,45.5244617
528,2018 NW EVERETT,3,UNKNOWN,,,,,,1910,5.0,,Northwest District Association,2018 NW EVERETT PORTLAND OREGON,-122.6928095,45.524739
529,2210 NW EVERETT,3,UNKNOWN,,,,,,1928,4.0,,Northwest District Association,2210 NW EVERETT PORTLAND OREGON,-122.6967583,45.5246641
530,2232 NW EVERETT,3,UNKNOWN,,,,,,1910,5.0,Historic Property 15 Yr,Northwest District Association,2232 NW EVERETT PORTLAND OREGON,-122.6972094,45.5246838
531,2260 NW EVERETT,3,UNKNOWN,,,,,,1911,5.0,,Northwest District Association,2260 NW EVERETT PORTLAND OREGON,-122.6977107,45.5246873
532,2233-2243 NW FLANDERS ST,3,UNKNOWN,,,,,,1890,1.0,,Northwest District Association,2233-2243 NW FLANDERS ST PORTLAND OREGON,-122.6972844,45.52573450000001
533,2233-2243 NW FLANDERS ST,3,UNKNOWN,,,,,,1890,3.0,,Northwest District Association,2233-2243 NW FLANDERS ST PORTLAND OREGON,-122.6972844,45.52573450000001
534,2042-2050 NW GLISAN,3,REROOF,Reroof,2012,ASCE 7-05,12-143891-CO,,1941,1.0,,Northwest District Association,2042-2050 NW GLISAN PORTLAND OREGON,-122.6934066,45.5260987
535,2056 NW GLISAN,3,UNKNOWN,,,,,,1917,3.0,,Northwest District Association,2056 NW GLISAN PORTLAND OREGON,-122.6936139,45.5260841
536,2066 NW GLISAN,3,UNKNOWN,,,,,,1914,3.0,,Northwest District Association,2066 NW GLISAN PORTLAND OREGON,-122.6937892,45.5261101
537,2181 NW GLISAN,3,UNKNOWN,,,,,,1911,5.0,,Northwest District Association,2181 NW GLISAN PORTLAND OREGON,-122.6960614,45.5264704
538,2186 NW GLISAN,3,UNKNOWN,,,,,,1909,5.0,,Northwest District Association,2186 NW GLISAN PORTLAND OREGON,-122.6962212,45.5260697
539,2346 NW GLISAN,3,UNKNOWN,,,,,,1917,5.0,,Northwest District Association,2346 NW GLISAN PORTLAND OREGON,-122.6994806,45.5260103
540,118 NW KING,3,UNKNOWN,,,,,,1909,6.0,,Northwest District Association,118 NW KING PORTLAND OREGON,-122.6952593,45.5239941
541,735 SW 20TH PL,3,PARTIAL,Other,1996,"OSSC,Voluntary",96-003707-CO,,1924,2.0,,Goose Hollow Foothills League,735 SW 20TH PL PORTLAND OREGON,-122.693732,45.5225419
542,2379 SW CEDAR,3,UNKNOWN,,,,,,1950,2.0,,Goose Hollow Foothills League,2379 SW CEDAR PORTLAND OREGON,-122.699999,45.5223159
543,730 SW ST CLAIR,3,REROOF,Reroof,,OSSC,97-003867-CO,URM re-roof and parapet bracing.  System expired.,1908,5.0,,Goose Hollow Foothills League,730 SW ST CLAIR PORTLAND OREGON,-122.6964396,45.522896
544,742 SW VISTA,3,UNKNOWN,,,,,,1911,6.0,,Goose Hollow Foothills League,742 SW VISTA PORTLAND OREGON,-122.697919,45.5228323
545,751 SW VISTA,3,UNKNOWN,,,,,,1926,3.0,,Goose Hollow Foothills League,751 SW VISTA PORTLAND OREGON,-122.6984654,45.5226775
546,760 SW VISTA,3,UNKNOWN,,,,,,1910,5.0,,Goose Hollow Foothills League,760 SW VISTA PORTLAND OREGON,-122.697821,45.5225349
547,805 SW VISTA,3,UNKNOWN,,,,,,1929,3.0,,Goose Hollow Foothills League,805 SW VISTA PORTLAND OREGON,-122.6986741,45.5224256
548,761 SW VISTA,3,UNKNOWN,,,,,,1929,3.0,,Goose Hollow Foothills League,761 SW VISTA PORTLAND OREGON,-122.6985478,45.5225483
549,815 SW VISTA,3,UNKNOWN,,,,,,1930,3.0,,Goose Hollow Foothills League,815 SW VISTA PORTLAND OREGON,-122.6986251,45.5222769
550,2185 SW YAMHILL,3,UNKNOWN,,,,,,1926,5.0,,Goose Hollow Foothills League,2185 SW YAMHILL PORTLAND OREGON,-122.6965478,45.5226763
551,2139 W BURNSIDE,3,UNKNOWN,,,,,,1904,4.0,,Northwest District Association,2139 W BURNSIDE PORTLAND OREGON,-122.6951861,45.5234555
552,2157 W BURNSIDE,3,UNKNOWN,,,,,,1909,4.0,,Northwest District Association,2157 W BURNSIDE PORTLAND OREGON,-122.6955324,45.5235159
553,2160-2174 W BURNSIDE ST,3,FULL,,2006,IBC 2003,06-173477-CO,,1915,1.0,,Goose Hollow Foothills League,2160-2174 W BURNSIDE ST PORTLAND OREGON,-122.6957079,45.5231325
554,2190 W BURNSIDE,3,UNKNOWN,,,,,,1909,4.0,,Goose Hollow Foothills League,2190 W BURNSIDE PORTLAND OREGON,-122.6962064,45.5230736
555,2231-2241 W BURNSIDE ST,3,UNKNOWN,,,,,,1911,4.0,,Northwest District Association,2231-2241 W BURNSIDE ST PORTLAND OREGON,-122.6971358,45.5235423
556,2255-2261 W BURNSIDE ST,3,UNKNOWN,Unknown,,,95-000089-CO,Permit shows as expired.,1908,5.0,Cop Low Income Rental Housing,Northwest District Association,2255-2261 W BURNSIDE ST PORTLAND OREGON,-122.6975774,45.5236101
557,2368 W BURNSIDE,3,UNKNOWN,,,,,,1954,3.0,,Goose Hollow Foothills League,2368 W BURNSIDE PORTLAND OREGON,-122.6999728,45.5235431
558,415 NW 11TH,3,UNKNOWN,,,,,,1920,1.0,,Pearl District Neighborhood Association,415 NW 11TH PORTLAND OREGON,-122.6823571,45.52601809999999
559,35 NW 13TH AVE,3,UNKNOWN,,,,,,1909,2.0,,Pearl District Neighborhood Association,35 NW 13TH AVE PORTLAND OREGON,-122.6843616,45.52351059999999
560,401 NW 13TH,3,UNKNOWN,,,,,,1910,3.0,,Pearl District Neighborhood Association,401 NW 13TH PORTLAND OREGON,-122.6845632,45.5259209
561,207 NW 14TH,3,UNKNOWN,,,,,,1911,2.0,,Pearl District Neighborhood Association,207 NW 14TH PORTLAND OREGON,-122.6854929,45.5245818
562,410 NW 14TH,3,UNKNOWN,,,,,"14-182625-CO ""REROOF AND VOLUNTARY STRUCTURAL UPGRADES TO ROOF. Structural work only on 50' x 200' building…"" Permit Status: Abandoned",1915,2.0,,Pearl District Neighborhood Association,410 NW 14TH PORTLAND OREGON,-122.6850758,45.5260634
563,210 NW 17TH AVE,3,FULL,,2008,ASCE 31,06-171527-CO ,Phased seismic agreement expires December 2016.,1936,2.0,Historic Property 10 YR,Northwest District Association,210 NW 17TH AVE PORTLAND OREGON,-122.6879858,45.524519
564,130 NW 19TH,3,REROOF,Reroof,,,18-257229-CO,Wall anchorage at roof and ppt bracing,1925,2.0,,Northwest District Association,130 NW 19TH PORTLAND OREGON,-122.6900142,45.5239711
565,10 NW 20TH,3,UNKNOWN,,,,,FEMA 178 report in TRACS,1911,4.0,,Northwest District Association,10 NW 20TH PORTLAND OREGON,-122.692136,45.5233759
566,104 NW 20TH,3,UNKNOWN,,,,,,1910,3.0,,Northwest District Association,104 NW 20TH PORTLAND OREGON,-122.6927894,45.5237595
567,112 NW 20TH AVE,3,UNKNOWN,,,,,,1911,2.0,,Northwest District Association,112 NW 20TH AVE PORTLAND OREGON,-122.6920452,45.523895
568,124 NW 20TH,3,REROOF,Reroof,Dec 2018,ASCE 41,18-175327-CO,"Re-roof new diaphragm

ASCE 41 BPOE",1910,1.0,Historic Property 10 YR,Northwest District Association,124 NW 20TH PORTLAND OREGON,-122.6927945,45.52389300000001
569,332-338 NW 20TH AVE,3,UNKNOWN,,,,,,1950,3.0,Cop Low Income Rental Housing,Northwest District Association,332-338 NW 20TH AVE PORTLAND OREGON,-122.6921021,45.5254593
570,1111 NW DAVIS ST,3,PARTIAL,Other,2008,Voluntary,08-156675-FA,Parapet bracing and roof ties.  Some out of plane wall bracing.,1890,4.0,,Pearl District Neighborhood Association,1111 NW DAVIS ST PORTLAND OREGON,-122.6826274,45.5245731
571,1227 NW DAVIS ST,3,FULL,,2000,OSSC,97-003732-CO,"RENOVATE BUILDING FOR OFFICES, RETAIL, AND PARKING. ADD ADDITIONAL STORY",1908,6.0,,Pearl District Neighborhood Association,1227 NW DAVIS ST PORTLAND OREGON,-122.6837008,45.5244537
572,1305 NW DAVIS ST,3,PARTIAL,Other,2008,Voluntary,07-140449-CO,Could not find copy of permit drawings.  Unsure of upgrade extent.,1912,5.0,,Pearl District Neighborhood Association,1305 NW DAVIS ST PORTLAND OREGON,-122.6846131,45.524522
573,1225 NW EVERETT,3,UNKNOWN,,,,,,1909,2.0,Historic Property 15 Yr,Pearl District Neighborhood Association,1225 NW EVERETT PORTLAND OREGON,-122.6838439,45.5252722
574,1631 NW EVERETT,3,REROOF,Reroof,2007,OSSC,06-151433-CO," MICRO FILM: roof diaphragm tie ins to wall, cornice tieback strut, new metal parapet flashing",1915,5.0,,Northwest District Association,1631 NW EVERETT PORTLAND OREGON,-122.6879433,45.5251493
575,1123-1133 NW GLISAN ST,3,UNKNOWN,,,,,,1926,2.0,,Pearl District Neighborhood Association,1123-1133 NW GLISAN ST PORTLAND OREGON,-122.6829569,45.52666079999999
576,1238 NW GLISAN ST,3,FULL,,1996,"UBC,Voluntary",95-002935-CO,Full upgrade.  Only walls not meeting h/t requirements of 1991 code were braced out of plane (minus the shotcrete).,1910,4.0,,Pearl District Neighborhood Association,1238 NW GLISAN ST PORTLAND OREGON,-122.6841377,45.5264033
577,1314 NW GLISAN ST,3,FULL,,Dec 2018,ASCE 41,17-266543-CO / 01-158980-CO,New permit triggered by c/o ASCE 41-13 BPON,1900,2.0,Historic Property 10 YR,Pearl District Neighborhood Association,1314 NW GLISAN ST PORTLAND OREGON,-122.68455,45.5263199
578,1313 NW GLISAN,3,UNKNOWN,Unknown,2016,"ASCE 31,Voluntary",13-100949-PHS-01-FA,"Per letter from EOR Dated November 7, 2016 the phased improvement was completed under 13-100949-PHS-02-FA.  Letter notes all strengthening work was complete, but unclear if full upgrade or not.  More research in drawings needed.",1907,5.0,,Pearl District Neighborhood Association,1313 NW GLISAN PORTLAND OREGON,-122.684691,45.52657920000001
